title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
GRID 2: McLaren Racing Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,28-May-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,2
GRID 2: Peak Performance Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,23-Jul-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
GRID 2: Super Modified Pack,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'GT / Street', 'Automobile']",E,25-Jun-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
GRID Autosport,PlayStation 3,['Codemasters'],Codemasters,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",E,24-Jun-14,"['iPhone/iPad', 'PC', 'Switch', 'Xbox 360']",Up to 12,"It’s all about the teams, the rivals and the race as you become a driver for hire, specialising in your favourite disciplines or conquering them all in an intense world of professional motorsport. GRID Autosport features over 100 routes across 22 incredible locations, the return of in-car view, authentic handling and the world’s most exciting contemporary and classic high-performance racing cars.﻿",75,Generally favorable reviews,20,14,1,6.5,Mixed or average reviews,37,14,17
GripShift,PlayStation 3,['Sony Online Entertainment'],Sidhe Interactive,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Mission-based', 'Automobile']",E,4-Jan-07,['Xbox 360'],4  Online,"[Downloadable Game]  GripShift features enhanced HD graphics, refined gameplay and four player online multiplayer. Choose between six different vehicles in this hybrid stunt-driving, platform-action driving experience. Enjoy either single-player racing action or online multiplayer gameplay with up to three of your friends in head-to-head action. [Sony Online Entertainment]",67,Mixed or average reviews,1,4,0,5.8,Mixed or average reviews,2,1,1
Groovin' Blocks,PlayStation 3,['Sony Online Entertainment'],Empty Clip Studios,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",E,18-Mar-10,['iPhone/iPad'],,"[Playstation Network]  A music-based game like no other, Groovin' Blocks adds innovative musical game play to an addictive action/puzzle game foundation. Play to the rhythm of the music to increase your score, and try to hit ""Superbeats"" to double your multiplier. Go for the high score in each of the 27 stages as you collect stars to unlock 15 levels of power-ups. Groovin' Blocks features three skill levels, from the accessible Casual to the fiendish Hard mode. Play with your friends in co-op mode or against them head-to-head. Head-to-head brings it up a notch as the power-ups now become attacks on your opponent. Play head-to-head with people of all skill levels using a golf-style handicapping system.",68,Mixed or average reviews,3,2,1,tbd,No user score yet,0,0,2
GTI Club + Rally Cote D'Azur,PlayStation 3,['SCEA'],Sumo Digital,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,15-Jan-09,,8  Online,"[Playstation Network]  In GTI Club+, players race through the tight city streets and winding mountain roads of France's Ville De Circo with an elite collection of high performance European hatchbacks, such as the Mini Cooper and Volkswagen Golf. The easy pick-up-and-play racing game allows beginners and experienced veterans alike to explore the open city for the most efficient routes between checkpoints, race each other to the top of the worldwide leaderboards, or partake in the fast-paced game of Bombtag, a free-for-all-mode where players play hot potato with explosives. [Konami]",70,Mixed or average reviews,5,12,0,7.5,Generally favorable reviews,6,4,1
Guacamelee!,PlayStation 3,['DrinkBox Studios'],DrinkBox Studios,"['Action', 'Platformer', 'Platformer', '2D', '2D', '']",E10+,9-Apr-13,['PlayStation Vita'],,"Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",84,Generally favorable reviews,48,3,0,7.8,Generally favorable reviews,150,20,27
Guacamelee! - El Diablo's Domain,PlayStation 3,['DrinkBox Studios'],DrinkBox Studios,"['Action', 'Platformer', 'Platformer', '2D', '2D', '']",E10+,23-Jul-13,['PlayStation Vita'],,"In a cave beneath the Desierto Caliente, a mysterious door leads down into the fiery pit of El Infierno. Once a perfect bureaucratic nightmare, the Devils domain was thrown into chaos by Carlos Calacas uprising. Rooms where the damned were tortured with never-ending paperwork now host a twisted form of entertainment -- a series of challenges where the strongest and most agile must prove their skills. Earn medals in each challenge room to unlock new, game-changing skins. Play as EL PORTERO, the flamboyant soccer goalie with a devastating throw. Don DIABLOS SUIT to drain the life of your enemies. Harness the awesome power of an ALEBRIJE to deal (but also take) massive damage. The Devil helped you once -- nows your chance to return the favour and put the diabolical rooster back on his rightful throne. Note: New area accessible via the Desert after obtaining the Dimension Swap ability.",0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Guardians of Middle-Earth,PlayStation 3,['Warner Bros. Interactive Entertainment'],Monolith Productions,"['Action', 'Strategy', 'General', 'Real-Time', 'MOBA', 'MOBA']",T,4-Dec-12,"['PC', 'Xbox 360']",Up to 10,"Guardians of Middle-earth brings up to 10 players together in five versus five competitive multiplayer battle arenas in the epic setting of Middle-earth. The game offers more than 20 iconic guardians, including Gandalf, Sauron, Gollum, Thrain and many more, for players to control in player versus player (PVP) matches. Gamers will have the ability to connect with other players via an in-game voice communication system, as well as access to a comprehensive online stat and leader board system where they can track friends' victories and defeats, and more.",75,Generally favorable reviews,14,6,0,7.3,Mixed or average reviews,23,19,5
Guilty Gear Xrd -REVELATOR-,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",T,7-Jun-16,"['PC', 'PlayStation 4']",Up to 64,"Guilty Gear Xrd -REVELATOR- rips along at a blistering 60 frames per second and features cross platform PlayStation4/PlayStation3 compatible battles. Choose from over 20+ insane fighters as you battle for glory in the post apocalypse. New fighters, modes and polished mechanics provide infinite ways to annihilate your rivals!",0,No score yet,0,0,0,7.9,Generally favorable reviews,9,0,2
Guilty Gear Xrd -REVELATOR- - Playable Character - Dizzy,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",T,16-Jul-16,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd -REVELATOR- - Playable Character - Kum Haehyun,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",T,7-Jun-16,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd -REVELATOR- - Playable Character - Raven,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",T,7-Jun-16,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd -SIGN-,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",T,16-Dec-14,"['PC', 'PlayStation 4']",2,This is the best 2d fighter ive ever played. Hi g ly in depth very complex with cool characters fluid animation and everything just seems so smooth and well done. This is a very impressive fighter with a complex enough system to put games like street fighter to shame but has simple moves for casual players  a wonderfull game,0,No score yet,1,0,0,7.2,Mixed or average reviews,28,2,10
Guilty Gear Xrd -SIGN- - Playable Character Elphelt Valentine,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",,16-Dec-14,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd -SIGN- - Playable Character Leo Whitefang,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",,23-Dec-14,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd -SIGN- - Playable Character Sin Kiske,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",,16-Dec-14,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Guilty Gear Xrd: Rev 2,PlayStation 3,['Aksys Games'],Arc System Works,"['Action', 'Fighting', '2D']",,26-May-17,"['PC', 'PlayStation 4']",,,0,No score yet,0,0,0,8,Generally favorable reviews,4,0,1
