title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Psychonauts,Xbox,['Majesco Games'],Double Fine Productions,"['Action', 'Platformer', '3D']",T,19-Apr-05,"['PC', 'PlayStation 2', 'PlayStation 4', 'Xbox One', 'Xbox Series X']",1 Player,"Psychonauts are operatives that possess psychic powers. When a crazy scientist begins abducting Psychonauts for their brains, it's up to you to put an end to it once and for all. Playing as new cadet Raz, you must develop your paranormal powers, which include telekinesis, fire-starting, clairvoyance, and telepathy. Enter the minds of other people to collect figments of their imaginations, to resolve their emotional problems, and to unlock their memory vaults. As you progress in your missions, you'll earn even more psychic powers that will help you solve a variety of puzzles.",88,Generally favorable reviews,53,1,0,8.8,Generally favorable reviews,90,6,9
Pulse Racer,Xbox,['Jaleco Entertainment'],Jaleco Entertainment,"['Driving', 'Racing', 'Futuristic']",E,2-Jan-03,,4-Jan,"Pulse Racer takes you to a future where racers careen toward the clouds in sleek vehicles to gain an advantage over the competition. As a racer, you'll need a risk-taking mentality; but more importantly, you'll need a vehicle that suits your driving style and a driver who matches your technique. Linked directly to your vehicle, your body will be pushed to the limit in a variety of high-speed tracks. Harass your opponents with missiles, mines, or direct plasma beams and slingshot around tight turns.",24,Generally unfavorable reviews,0,0,7,2.2,Generally unfavorable reviews,3,1,13
Pump It Up: Exceed,Xbox,['Mastiff'],Andamiro U.S.A. Corp.,"['Miscellaneous', 'Rhythm', 'Dancing']",T,29-Aug-05,['PlayStation 2'],2-Jan,"Mastiff Games brings the popular dance pad arcade game Pump It Up to consoles with Pump It Up: Exceed. There are more than 100 songs to choose from and five levels of difficulty. You can unlock new content, like new songs and modifiers, which can adjust gameplay in a variety of ways. Pump It Up: Exceed has two-player modes with two mats and a one-player, two-mat mode. The Xbox version includes downloadable content, such as additional songs and a step editor that allows you to program your own song routines.",74,Mixed or average reviews,5,4,0,7.5,Generally favorable reviews,3,0,1
Pure Pinball,Xbox,['XS Games'],Iridon Interactive AB,"['Miscellaneous', 'Parlor', 'Pinball']",E,5-Aug-04,['PC'],1 Player,"Pure Pinball tests your pinball skills across more than 30 challenges and missions, which span four table layouts inspired by authentic American pinball designs. From the Old West to space, each table layout provides different challenges. You can view the tables in a variety of camera setups, including a complete overview, a close-up on the ball, a traditional scrolling style, or even a setup that lets you follow the ball using a ""ball-cam."" Share your high scores on Xbox Live with other players from around the world to prove that you're a true pinball wizard.",68,Mixed or average reviews,2,9,0,7.8,Generally favorable reviews,6,1,1
Quantum Redshift,Xbox,['Microsoft Game Studios'],Curly Monsters,"['Driving', 'Racing', 'Futuristic']",T,16-Sep-02,,4-Jan,"Shift to the future and compete in racing grudge matches against your archrival and multiple racing opponents. Each of the 16 drivers has their own unique ship, home circuit, and weapons. It takes skill and weapons strategy to master the game's 16 tracks filled with massive jumps and rough terrain. As you acquire more racing trophies, you'll earn higher speeds, special characters, and tracks. Ensure your victory by attacking characters with everything from plasma bolts or tidal waves to nuclear weapons.",70,Mixed or average reviews,6,15,0,7.4,Mixed or average reviews,10,5,2
R: Racing Evolution,Xbox,['Namco'],Namco,"['Driving', 'Racing', 'GT / Street']",T,9-Dec-03,['PlayStation 2'],2-Jan,"Not your ordinary racer, R: Racing Evolution features a story mode, in-game radio communications, and authentic licensed cars. R: Racing Evolution chronicles the intense competition and deep rivalries found only within the professional racing circuit. Upgrade and modify your vehicle to compete in five game modes, including Racing Life, Event Challenge, Time Attack, Arcade, and Versus. New features such as the Interactive Driver AI System and in-game radio communications bring players close to the racing action.",67,Mixed or average reviews,9,20,0,tbd,No user score yet,2,0,0
Rallisport Challenge,Xbox,['Microsoft Game Studios'],Digital Illusions,"['Driving', 'Racing', 'Rally / Offroad']",E,4-Mar-02,['PC'],4-Jan,"Rallisport Challenge delivers an action-packed racing experience by combining four different types of Rally competition into one intense game: Hill Climb, traditional Rally, RallyCros, and Ice Racing. The variety of race types lets you experience traditional rally racing against the clock as well as fierce grudge matches against computer opponents or over a network against friends. With 29 licensed cars (and several bonus vehicles), 48 tracks, realistic AI opponents, and realistic car damage, Rallisport Challenge packs fun and thrills into every race across a variety of terrain.",87,Generally favorable reviews,31,1,0,7.6,Generally favorable reviews,13,4,3
Rallisport Challenge 2,Xbox,['Microsoft Game Studios'],Digital Illusions,"['Driving', 'Racing', 'Rally / Offroad']",E,4-May-04,,16-Jan,"After spending more than a year in the garage, RalliSport Challenge 2 emerges with more cars and tracks, new race modes, and online multiplay through Xbox Live. You can choose from more than 40 rally cars and race on different tracks from Australia, the frozen Nordic, and the Pacific Northwest. As you test your skills in five different rally sports, you'll experience variable weather conditions, broken windows and missing hoods, and realistic physics.",87,Generally favorable reviews,64,4,1,8.4,Generally favorable reviews,39,3,5
Rally Fusion: Race of Champions,Xbox,['Activision'],Climax Group,"['Driving', 'Racing', 'Rally / Offroad']",E,29-Nov-02,['PlayStation 2'],4-Jan,"Tear up the turf and put your driving skills to the test as you battle it out for the Race of Champions crown. Rally Fusion: The Race of Champions pushes off-road racing to the limit with realistic damage, cars, and tracks. In one of 20 vehicles, you and your co-driver will grind, drift, and slide through a variety of terrain. Nothing less than a world-class performance will get you through different terrain, changing weather conditions, and challenging competitions against the world's top motorsport drivers.",69,Mixed or average reviews,5,10,1,tbd,No user score yet,5,10,1
Rapala Pro Fishing,Xbox,['Activision Value'],FUN Labs,"['Sports', 'Nature', 'Fishing']",E,31-Aug-04,"['PC', 'PlayStation 2']",1 Player,"Grab your tackle box, launch the bass boat and LET'S GO! Rapala Pro Fishing sets the standard for all fishing games. Never before has a fishing game brought you all this: authentic Rapala fishing gear, guided fishing trips with Rapala's Pro Staff and a BOATLOAD OF ACTION! Time to set the hook and land that TROPHY of a lifetime!",59,Mixed or average reviews,0,6,1,tbd,No user score yet,2,1,0
Ratatouille,Xbox,['THQ'],Asobo Studio,"['Action', 'Platformer', '3D']",E,26-Jun-07,,4-Jan,"Players relive the film's most thrilling moments as they assume the role of Remy, a young rat who dreams of becoming a great French chef, despite the obvious problem of being a rat. From the underground sewers to the bustling streets of Paris, players dash, glide and slide through 6 action-packed worlds filled with dangerous enemies, heists and perilous missions. Players can go head-to-head with their friends in multiplayer mini-games or navigate their way through a sensational rat race that turns the culinary world of Paris upside down.",0,No score yet,0,1,0,7,Mixed or average reviews,3,1,1
Rayman 3: Hoodlum Havoc,Xbox,['Ubisoft'],Ubisoft,"['Action', 'Platformer', '3D']",E,18-Mar-03,"['PC', 'PlayStation 2', 'PlayStation 3', 'Xbox 360']",1 Player,"Rayman's universe has fallen into a chaotic world of wicked powers, bizarre characters, and merciless combat. When Globox accidentally swallows the Lord of the Dark Lums, a fanatic army of trigger-happy Hoodlums wreaks total havoc to get their Lord back. Rayman's only chance is to purge the Dark Lum Lord from the manic Globox, scour the lands for new powers, and battle with hordes of Hoodlum soldiers. Even without arms or legs, Rayman can still unleash an arsenal of special powers and fighting moves.",75,Generally favorable reviews,8,5,0,8.8,Generally favorable reviews,15,0,1
Rayman Arena,Xbox,['Ubisoft'],Ubisoft,"['Driving', 'Racing', 'On-foot']",E,24-Sep-02,"['PC', 'PlayStation 2']",4-Jan,"Rayman Arena puts you in a competitive crash course. As any member of the cast of Rayman 2, you must smoke the competition on challenging race courses or incite a firefight in the battle arena. Take risks, use tricks, and trip up opponents as you sprint, slide, climb, and helicopter through 12 courses in an all-out rush for the checkered flag. Each of the gladiator-style arenas features its own set of power-ups, traps, and special ammo. You can also compete with up to four players in multiplayer action.",50,Mixed or average reviews,0,3,4,tbd,No user score yet,1,1,1
Raze's Hell,Xbox,['Majesco Games'],Artech Studios,"['Action', 'Shooter', 'Third-Person', 'Fantasy']",M,21-Apr-05,,10  Online,"Set in a fantasy world overrun by cute creatures, Raze's Hell follows the exploits of Raze, a monstrous antihero on a mission to restore his planet to its naturally ugly state. As Raze, you'll travel across a variety of alien landscapes while fighting intense battles, participating in minigames, and mastering organic weapons. Watch out for you enemies' weapons, which include deadly jack-in-the-boxes, lollipop axes, and even bunny rocket launchers. In addition to the single-player campaign, Raze's Hell features online and cooperative multiplayer modes.",71,Mixed or average reviews,16,20,1,7.3,Mixed or average reviews,7,0,2
Real World Golf,Xbox,['Mad Catz'],"Aqua Pacific, In2Games","['Sports', 'Traditional', 'Golf', 'Sim']",E,11-Apr-06,"['PC', 'PlayStation 2']",4-Jan,"Real World Golf is the first and only game on the PlayStation2 computer entertainment system and Xbox that lets you actually swing a club to hit a golf ball. Immerse yourself in the world of virtual reality where all the realism and subtlety of real golf fully comes to life in your living room. Adjust your swing to pitch, fade, draw, slice or spin the ball as Gametrak closely tracks your movement in real time and lets you play in the game! Improve your grip, stance and swing, and play across 10 stunning 18-hole golf courses and driving ranges. The game includes career mode, championship play, 4-player tournament challenges and more.",74,Mixed or average reviews,8,4,0,tbd,No user score yet,2,0,0
Red Dead Revolver,Xbox,['Rockstar Games'],Rockstar San Diego,"['Action', 'Shooter', 'Third-Person', 'Historic']",M,3-May-04,"['PlayStation 2', 'PlayStation 4']",2-Jan,"Learn the ways of the Wild West as a bounty hunter seeking vengeance. Red Dead Revolver tells the story of Red, a man on a mission to kill General Diego--the rogue Mexican general who murdered Red's family for gold. As Red, you'll have a variety of weapons to choose from, including pistols, rifles, shotguns, and dynamite. Dusty towns, windswept prairies, rugged saloons--the game integrates all of the elements of a classic Western movie.",74,Mixed or average reviews,37,20,4,8.2,Generally favorable reviews,28,8,3
